Date,ID,Chamber.Channel,Run,Species,Temp.Cat,Start.time,Stop.Time,Ambient_Nutrient,Light_Dark,Organism.ID,Dry.weight,Blank,Volume
6/11/22,U4Blank_AD_20C,4,1,Ulv,20,11:10:33,11:20:32,Ambient,Dark,U4_AD,0,1,680
6/11/22,U4Blank_AD_22C,4,1,Ulv,22,11:35:50,11:46:35,Ambient,Dark,U4_AD,0,1,680
6/11/22,U4Blank_AD_24C,4,1,Ulv,24,12:04:18,12:17:43,Ambient,Dark,U4_AD,0,1,680
6/11/22,U4Blank_AD_26C,4,1,Ulv,26,12:29:16,12:44:17,Ambient,Dark,U4_AD,0,1,680
6/11/22,U4Blank_AD_28C,4,1,Ulv,28,13:07:22,13:20:05,Ambient,Dark,U4_AD,0,1,680
6/11/22,U4Blank_AD_30C,4,1,Ulv,30,13:41:31,13:55:59,Ambient,Dark,U4_AD,0,1,680
6/11/22,U4Blank_AD_32C,4,1,Ulv,32,14:19:48,14:33:13,Ambient,Dark,U4_AD,0,1,680
6/11/22,U4Blank_AD_34C,4,1,Ulv,34,14:52:50,15:03:22,Ambient,Dark,U4_AD,0,1,680
6/11/22,U4Blank_AD_36C,4,1,Ulv,36,15:22:44,15:30:38,Ambient,Dark,U4_AD,0,1,680
6/11/22,U4Blank_AD_39C,4,1,Ulv,39,15:59:45,16:12:31,Ambient,Dark,U4_AD,0,1,680
6/11/22,U4Blank_AD_42C,4,1,Ulv,42,16:45:37,17:03:52,Ambient,Dark,U4_AD,0,1,680
6/11/22,U5_AD_16C,5,1,Ulv,16,10:08:12,10:21:38,Ambient,Dark,U5_AD,0.172,0,627
6/11/22,U5_AD_20C,5,1,Ulv,20,11:09:46,11:20:35,Ambient,Dark,U5_AD,0.172,0,627
6/11/22,U5_AD_22C,5,1,Ulv,22,11:36:33,11:46:37,Ambient,Dark,U5_AD,0.172,0,627
6/11/22,U5_AD_24C,5,1,Ulv,24,12:04:20,12:17:47,Ambient,Dark,U5_AD,0.172,0,627
6/11/22,U5_AD_26C,5,1,Ulv,26,12:29:03,12:44:21,Ambient,Dark,U5_AD,0.172,0,627
6/11/22,U5_AD_28C,5,1,Ulv,28,13:07:21,13:20:08,Ambient,Dark,U5_AD,0.172,0,627
6/11/22,U5_AD_30C,5,1,Ulv,30,13:41:35,13:56:02,Ambient,Dark,U5_AD,0.172,0,627
6/11/22,U5_AD_32C,5,1,Ulv,32,14:19:50,14:33:16,Ambient,Dark,U5_AD,0.172,0,627
6/11/22,U5_AD_34C,5,1,Ulv,34,14:55:13,15:03:25,Ambient,Dark,U5_AD,0.172,0,627
6/11/22,U5_AD_36C,5,1,Ulv,36,15:23:33,15:30:39,Ambient,Dark,U5_AD,0.172,0,627
6/11/22,U5_AD_39C,5,1,Ulv,39,15:59:46,16:12:33,Ambient,Dark,U5_AD,0.172,0,627
6/11/22,U5_AD_42C,5,1,Ulv,42,16:45:38,17:03:55,Ambient,Dark,U5_AD,0.172,0,627
6/11/22,U6_AD_16C,6,1,Ulv,16,10:08:16,10:21:38,Ambient,Dark,U6_AD,0.106,0,628
6/11/22,U6_AD_20C,6,1,Ulv,20,11:06:57,11:19:47,Ambient,Dark,U6_AD,0.106,0,628
6/11/22,U6_AD_22C,6,1,Ulv,22,11:33:02,11:46:40,Ambient,Dark,U6_AD,0.106,0,628
6/11/22,U6_AD_24C,6,1,Ulv,24,12:04:23,12:17:50,Ambient,Dark,U6_AD,0.106,0,628
6/11/22,U6_AD_26C,6,1,Ulv,26,12:29:06,12:44:24,Ambient,Dark,U6_AD,0.106,0,628
6/11/22,U6_AD_28C,6,1,Ulv,28,13:07:24,13:20:11,Ambient,Dark,U6_AD,0.106,0,628
6/11/22,U6_AD_30C,6,1,Ulv,30,13:41:38,13:56:05,Ambient,Dark,U6_AD,0.106,0,628
6/11/22,U6_AD_32C,6,1,Ulv,32,14:19:53,14:33:19,Ambient,Dark,U6_AD,0.106,0,628
6/11/22,U6_AD_34C,6,1,Ulv,34,14:49:54,15:03:28,Ambient,Dark,U6_AD,0.106,0,628
6/11/22,U6_AD_36C,6,1,Ulv,36,15:16:17,15:30:41,Ambient,Dark,U6_AD,0.106,0,628
6/11/22,U6_AD_39C,6,1,Ulv,39,15:59:50,16:12:35,Ambient,Dark,U6_AD,0.106,0,628
6/11/22,U6_AD_42C,6,1,Ulv,42,16:45:41,17:03:58,Ambient,Dark,U6_AD,0.106,0,628
6/11/22,U7_AD_16C,7,1,Ulv,16,10:08:20,10:21:38,Ambient,Dark,U7_AD,0.125,0,643
6/11/22,U7_AD_20C,7,1,Ulv,20,11:09:32,11:20:41,Ambient,Dark,U7_AD,0.125,0,643
6/11/22,U7_AD_22C,7,1,Ulv,22,11:33:04,11:46:43,Ambient,Dark,U7_AD,0.125,0,643
6/11/22,U7_AD_24C,7,1,Ulv,24,12:04:26,12:17:53,Ambient,Dark,U7_AD,0.125,0,643
6/11/22,U7_AD_26C,7,1,Ulv,26,12:29:10,12:44:27,Ambient,Dark,U7_AD,0.125,0,643
6/11/22,U7_AD_28C,7,1,Ulv,28,13:07:27,13:20:15,Ambient,Dark,U7_AD,0.125,0,643
6/11/22,U7_AD_30C,7,1,Ulv,30,13:41:41,13:56:07,Ambient,Dark,U7_AD,0.125,0,643
6/11/22,U7_AD_32C,7,1,Ulv,32,14:19:55,14:33:22,Ambient,Dark,U7_AD,0.125,0,643
6/11/22,U7_AD_34C,7,1,Ulv,34,14:49:57,15:03:30,Ambient,Dark,U7_AD,0.125,0,643
6/11/22,U7_AD_36C,7,1,Ulv,36,15:20:35,15:30:44,Ambient,Dark,U7_AD,0.125,0,643
6/11/22,U7_AD_39C,7,1,Ulv,39,15:59:52,16:12:38,Ambient,Dark,U7_AD,0.125,0,643
6/11/22,U7_AD_42C,7,1,Ulv,42,16:45:43,17:04:01,Ambient,Dark,U7_AD,0.125,0,643
6/11/22,U8_AD_16C,8,1,Ulv,16,10:08:29,10:21:38,Ambient,Dark,U8_AD,0.12,0,610
6/11/22,U8_AD_20C,8,1,Ulv,20,11:14:01,11:20:43,Ambient,Dark,U8_AD,0.12,0,610
6/11/22,U8_AD_22C,8,1,Ulv,22,11:36:58,11:46:46,Ambient,Dark,U8_AD,0.12,0,610
6/11/22,U8_AD_24C,8,1,Ulv,24,12:06:05,12:17:56,Ambient,Dark,U8_AD,0.12,0,610
6/11/22,U8_AD_26C,8,1,Ulv,26,12:29:12,12:44:29,Ambient,Dark,U8_AD,0.12,0,610
6/11/22,U8_AD_28C,8,1,Ulv,28,13:07:31,13:20:19,Ambient,Dark,U8_AD,0.12,0,610
6/11/22,U8_AD_30C,8,1,Ulv,30,13:41:45,13:56:10,Ambient,Dark,U8_AD,0.12,0,610
6/11/22,U8_AD_32C,8,1,Ulv,32,14:19:59,14:33:26,Ambient,Dark,U8_AD,0.12,0,610
6/11/22,U8_AD_34C,8,1,Ulv,34,14:55:01,15:03:33,Ambient,Dark,U8_AD,0.12,0,610
6/11/22,U8_AD_36C,8,1,Ulv,36,15:23:53,15:30:48,Ambient,Dark,U8_AD,0.12,0,610
6/11/22,U8_AD_39C,8,1,Ulv,39,16:00:18,16:12:41,Ambient,Dark,U8_AD,0.12,0,610
6/11/22,U8_AD_42C,8,1,Ulv,42,16:56:17,17:04:05,Ambient,Dark,U8_AD,0.12,0,610
6/11/22,U9_AD_16C,9,1,Ulv,16,10:08:25,10:21:38,Ambient,Dark,U9_AD,0.128,0,605
6/11/22,U9_AD_20C,9,1,Ulv,20,11:11:38,11:20:46,Ambient,Dark,U9_AD,0.128,0,605
6/11/22,U9_AD_22C,9,1,Ulv,22,11:34:22,11:46:49,Ambient,Dark,U9_AD,0.128,0,605
6/11/22,U9_AD_24C,9,1,Ulv,24,12:08:02,12:18:01,Ambient,Dark,U9_AD,0.128,0,605
6/11/22,U9_AD_26C,9,1,Ulv,26,12:29:15,12:44:32,Ambient,Dark,U9_AD,0.128,0,605
6/11/22,U9_AD_28C,9,1,Ulv,28,13:07:34,13:20:23,Ambient,Dark,U9_AD,0.128,0,605
6/11/22,U9_AD_30C,9,1,Ulv,30,13:41:48,13:56:13,Ambient,Dark,U9_AD,0.128,0,605
6/11/22,U9_AD_32C,9,1,Ulv,32,14:20:02,14:33:29,Ambient,Dark,U9_AD,0.128,0,605
6/11/22,U9_AD_34C,9,1,Ulv,34,14:54:53,15:03:35,Ambient,Dark,U9_AD,0.128,0,605
6/11/22,U9_AD_36C,9,1,Ulv,36,15:22:56,15:30:51,Ambient,Dark,U9_AD,0.128,0,605
6/11/22,U9_AD_39C,9,1,Ulv,39,15:59:57,16:12:43,Ambient,Dark,U9_AD,0.128,0,605
6/11/22,U9_AD_42C,9,1,Ulv,42,16:58:18,17:04:07,Ambient,Dark,U9_AD,0.128,0,605
6/11/22,U10_AD_16C,10,1,Ulv,16,10:08:28,10:21:38,Ambient,Dark,U10_AD,0.19,0,623
6/11/22,U10_AD_20C,10,1,Ulv,20,11:11:59,11:20:49,Ambient,Dark,U10_AD,0.19,0,623
6/11/22,U10_AD_22C,10,1,Ulv,22,11:35:09,11:46:52,Ambient,Dark,U10_AD,0.19,0,623
6/11/22,U10_AD_24C,10,1,Ulv,24,12:04:35,12:18:04,Ambient,Dark,U10_AD,0.19,0,623
6/11/22,U10_AD_26C,10,1,Ulv,26,12:29:18,12:44:35,Ambient,Dark,U10_AD,0.19,0,623
6/11/22,U10_AD_28C,10,1,Ulv,28,13:07:51,13:21:03,Ambient,Dark,U10_AD,0.19,0,623
6/11/22,U10_AD_30C,10,1,Ulv,30,13:41:53,13:56:19,Ambient,Dark,U10_AD,0.19,0,623
6/11/22,U10_AD_32C,10,1,Ulv,32,14:20:06,14:33:32,Ambient,Dark,U10_AD,0.19,0,623
6/11/22,U10_AD_34C,10,1,Ulv,34,14:50:12,15:03:37,Ambient,Dark,U10_AD,0.19,0,623
6/11/22,U10_AD_36C,10,1,Ulv,36,15:20:08,15:30:55,Ambient,Dark,U10_AD,0.19,0,623
6/11/22,U10_AD_39C,10,1,Ulv,39,16:00:01,16:12:46,Ambient,Dark,U10_AD,0.19,0,623
6/11/22,U10_AD_42C,10,1,Ulv,42,16:45:53,17:04:10,Ambient,Dark,U10_AD,0.19,0,623
6/12/22,G1_ND_16C,1,2,Grac,16,9:03:42,9:20:28,Nutrient,Dark,G1_ND,0.901,0,623
6/12/22,G1_ND_20C,1,2,Grac,20,10:29:40,10:40:03,Nutrient,Dark,G1_ND,0.901,0,623
6/12/22,G1_ND_22C,1,2,Grac,22,11:48:11,11:59:27,Nutrient,Dark,G1_ND,0.901,0,623
6/12/22,G1_ND_24C,1,2,Grac,24,12:46:27,13:00:26,Nutrient,Dark,G1_ND,0.901,0,623
6/12/22,G1_ND_26C,1,2,Grac,26,13:31:13,13:46:01,Nutrient,Dark,G1_ND,0.901,0,623
6/12/22,G1_ND_28C,1,2,Grac,28,14:10:08,14:24:15,Nutrient,Dark,G1_ND,0.901,0,623
6/12/22,G1_ND_30C,1,2,Grac,30,14:58:51,15:12:22,Nutrient,Dark,G1_ND,0.901,0,623
6/12/22,G1_ND_32C,1,2,Grac,32,16:20:48,16:32:48,Nutrient,Dark,G1_ND,0.901,0,623
6/12/22,G1_ND_34C,1,2,Grac,34,17:11:26,17:19:47,Nutrient,Dark,G1_ND,0.901,0,623
6/12/22,G1_ND_36C,1,2,Grac,36,18:39:29,18:49:13,Nutrient,Dark,G1_ND,0.901,0,623
6/12/22,G1_ND_39C,1,2,Grac,39,20:29:56,20:39:02,Nutrient,Dark,G1_ND,0.901,0,623
6/12/22,G1_ND_42C,1,2,Grac,42,21:13:13,21:20:37,Nutrient,Dark,G1_ND,0.901,0,623
6/12/22,G2Blank_ND_16C,2,2,Grac,16,9:04:40,9:20:33,Nutrient,Dark,G2_ND,0,1,680
6/12/22,G2Blank_ND_20C,2,2,Grac,20,10:29:43,10:39:53,Nutrient,Dark,G2_ND,0,1,680
6/12/22,G2Blank_ND_22C,2,2,Grac,22,11:44:46,11:59:30,Nutrient,Dark,G2_ND,0,1,680
6/12/22,G2Blank_ND_24C,2,2,Grac,24,12:46:31,13:00:30,Nutrient,Dark,G2_ND,0,1,680
6/12/22,G2Blank_ND_26C,2,2,Grac,26,13:31:17,13:46:03,Nutrient,Dark,G2_ND,0,1,680
6/12/22,G2Blank_ND_28C,2,2,Grac,28,14:10:11,14:24:18,Nutrient,Dark,G2_ND,0,1,680
6/12/22,G2Blank_ND_30C,2,2,Grac,30,14:58:54,15:12:26,Nutrient,Dark,G2_ND,0,1,680
6/12/22,G2Blank_ND_32C,2,2,Grac,32,16:20:53,16:33:06,Nutrient,Dark,G2_ND,0,1,680
6/12/22,G2Blank_ND_34C,2,2,Grac,34,17:13:15,17:19:50,Nutrient,Dark,G2_ND,0,1,680
6/12/22,G2Blank_ND_36C,2,2,Grac,36,18:39:06,18:49:17,Nutrient,Dark,G2_ND,0,1,680
6/12/22,G2Blank_ND_39C,2,2,Grac,39,20:27:57,20:36:58,Nutrient,Dark,G2_ND,0,1,680
6/12/22,G2Blank_ND_42C,2,2,Grac,42,21:12:45,21:20:40,Nutrient,Dark,G2_ND,0,1,680
6/12/22,G3_ND_16C,3,2,Grac,16,9:03:49,9:20:35,Nutrient,Dark,G3_ND,0.777,0,624
6/12/22,G3_ND_20C,3,2,Grac,20,10:29:48,10:39:20,Nutrient,Dark,G3_ND,0.777,0,624
6/12/22,G3_ND_22C,3,2,Grac,22,11:46:28,11:59:32,Nutrient,Dark,G3_ND,0.777,0,624
6/12/22,G3_ND_24C,3,2,Grac,24,12:46:33,13:00:34,Nutrient,Dark,G3_ND,0.777,0,624
6/12/22,G3_ND_26C,3,2,Grac,26,13:31:20,13:46:06,Nutrient,Dark,G3_ND,0.777,0,624
6/12/22,G3_ND_28C,3,2,Grac,28,14:10:16,14:24:21,Nutrient,Dark,G3_ND,0.777,0,624
6/12/22,G3_ND_30C,3,2,Grac,30,14:58:57,15:12:27,Nutrient,Dark,G3_ND,0.777,0,624
6/12/22,G3_ND_32C,3,2,Grac,32,16:20:56,16:33:06,Nutrient,Dark,G3_ND,0.777,0,624
6/12/22,G3_ND_34C,3,2,Grac,34,17:12:22,17:19:53,Nutrient,Dark,G3_ND,0.777,0,624
6/12/22,G3_ND_36C,3,2,Grac,36,18:39:09,18:49:20,Nutrient,Dark,G3_ND,0.777,0,624
6/12/22,G3_ND_39C,3,2,Grac,39,20:32:10,20:40:00,Nutrient,Dark,G3_ND,0.777,0,624
6/12/22,G3_ND_42C,3,2,Grac,42,21:13:55,21:20:42,Nutrient,Dark,G3_ND,0.777,0,624
6/12/22,G4_ND_16C,4,2,Grac,16,9:03:53,9:20:39,Nutrient,Dark,G4_ND,0.842,0,624
6/12/22,G4_ND_20C,4,2,Grac,20,10:29:51,10:40:55,Nutrient,Dark,G4_ND,0.842,0,624
6/12/22,G4_ND_22C,4,2,Grac,22,11:44:52,11:59:34,Nutrient,Dark,G4_ND,0.842,0,624
6/12/22,G4_ND_24C,4,2,Grac,24,12:46:35,13:00:37,Nutrient,Dark,G4_ND,0.842,0,624
6/12/22,G4_ND_26C,4,2,Grac,26,13:31:23,13:46:09,Nutrient,Dark,G4_ND,0.842,0,624
6/12/22,G4_ND_28C,4,2,Grac,28,14:14:29,14:24:23,Nutrient,Dark,G4_ND,0.842,0,624
6/12/22,G4_ND_30C,4,2,Grac,30,14:59:00,15:12:31,Nutrient,Dark,G4_ND,0.842,0,624
6/12/22,G4_ND_32C,4,2,Grac,32,16:21:00,16:33:12,Nutrient,Dark,G4_ND,0.842,0,624
6/12/22,G4_ND_34C,4,2,Grac,34,17:13:11,17:19:56,Nutrient,Dark,G4_ND,0.842,0,624
6/12/22,G4_ND_36C,4,2,Grac,36,18:39:13,18:49:24,Nutrient,Dark,G4_ND,0.842,0,624
6/12/22,G4_ND_39C,4,2,Grac,39,20:28:28,20:40:02,Nutrient,Dark,G4_ND,0.842,0,624
6/12/22,G4_ND_42C,4,2,Grac,42,21:16:03,21:20:44,Nutrient,Dark,G4_ND,0.842,0,624
6/12/22,G5_ND_16C,5,2,Grac,16,9:03:56,9:20:43,Nutrient,Dark,G5_ND,0.65,0,640
6/12/22,G5_ND_20C,5,2,Grac,20,10:29:54,10:40:41,Nutrient,Dark,G5_ND,0.65,0,640
6/12/22,G5_ND_22C,5,2,Grac,22,11:47:59,11:59:37,Nutrient,Dark,G5_ND,0.65,0,640
6/12/22,G5_ND_24C,5,2,Grac,24,12:46:37,13:00:40,Nutrient,Dark,G5_ND,0.65,0,640
6/12/22,G5_ND_26C,5,2,Grac,26,13:31:27,13:46:12,Nutrient,Dark,G5_ND,0.65,0,640
6/12/22,G5_ND_28C,5,2,Grac,28,14:15:12,14:24:26,Nutrient,Dark,G5_ND,0.65,0,640
6/12/22,G5_ND_30C,5,2,Grac,30,14:59:03,15:12:33,Nutrient,Dark,G5_ND,0.65,0,640
6/12/22,G5_ND_32C,5,2,Grac,32,16:21:03,16:33:18,Nutrient,Dark,G5_ND,0.65,0,640
6/12/22,G5_ND_34C,5,2,Grac,34,17:13:01,17:19:58,Nutrient,Dark,G5_ND,0.65,0,640
6/12/22,G5_ND_36C,5,2,Grac,36,18:39:16,18:49:42,Nutrient,Dark,G5_ND,0.65,0,640
6/12/22,G5_ND_39C,5,2,Grac,39,20:28:43,20:38:48,Nutrient,Dark,G5_ND,0.65,0,640
6/12/22,G5_ND_42C,5,2,Grac,42,21:17:13,21:20:47,Nutrient,Dark,G5_ND,0.65,0,640
6/12/22,G6_ND_16C,6,2,Grac,16,9:04:00,9:20:47,Nutrient,Dark,G6_ND,0.742,0,628
6/12/22,G6_ND_20C,6,2,Grac,20,10:29:57,10:36:32,Nutrient,Dark,G6_ND,0.742,0,628
6/12/22,G6_ND_22C,6,2,Grac,22,11:44:59,11:59:39,Nutrient,Dark,G6_ND,0.742,0,628
6/12/22,G6_ND_24C,6,2,Grac,24,12:46:40,13:00:43,Nutrient,Dark,G6_ND,0.742,0,628
6/12/22,G6_ND_26C,6,2,Grac,26,13:31:31,13:46:14,Nutrient,Dark,G6_ND,0.742,0,628
6/12/22,G6_ND_28C,6,2,Grac,28,14:10:23,14:24:28,Nutrient,Dark,G6_ND,0.742,0,628
6/12/22,G6_ND_30C,6,2,Grac,30,14:59:06,15:12:35,Nutrient,Dark,G6_ND,0.742,0,628
6/12/22,G6_ND_32C,6,2,Grac,32,16:21:06,16:33:23,Nutrient,Dark,G6_ND,0.742,0,628
6/12/22,G6_ND_34C,6,2,Grac,34,17:16:28,17:19:58,Nutrient,Dark,G6_ND,0.742,0,628
6/12/22,G6_ND_36C,6,2,Grac,36,18:39:21,18:49:45,Nutrient,Dark,G6_ND,0.742,0,628
6/12/22,G6_ND_39C,6,2,Grac,39,20:31:00,20:39:31,Nutrient,Dark,G6_ND,0.742,0,628
6/12/22,G6_ND_42C,6,2,Grac,42,21:13:54,21:20:50,Nutrient,Dark,G6_ND,0.742,0,628
6/12/22,G7_ND_16C,7,2,Grac,16,9:04:04,9:20:51,Nutrient,Dark,G7_ND,0.989,0,631
6/12/22,G7_ND_20C,7,2,Grac,20,10:30:01,10:36:42,Nutrient,Dark,G7_ND,0.989,0,631
6/12/22,G7_ND_22C,7,2,Grac,22,11:45:22,11:59:42,Nutrient,Dark,G7_ND,0.989,0,631
6/12/22,G7_ND_24C,7,2,Grac,24,12:46:42,13:00:46,Nutrient,Dark,G7_ND,0.989,0,631
6/12/22,G7_ND_26C,7,2,Grac,26,13:31:34,13:46:16,Nutrient,Dark,G7_ND,0.989,0,631
6/12/22,G7_ND_28C,7,2,Grac,28,14:10:26,14:24:31,Nutrient,Dark,G7_ND,0.989,0,631
6/12/22,G7_ND_30C,7,2,Grac,30,14:59:10,15:12:38,Nutrient,Dark,G7_ND,0.989,0,631
6/12/22,G7_ND_32C,7,2,Grac,32,16:21:10,16:33:27,Nutrient,Dark,G7_ND,0.989,0,631
6/12/22,G7_ND_34C,7,2,Grac,34,17:11:38,17:19:58,Nutrient,Dark,G7_ND,0.989,0,631
6/12/22,G7_ND_36C,7,2,Grac,36,18:39:25,18:49:47,Nutrient,Dark,G7_ND,0.989,0,631
6/12/22,G7_ND_39C,7,2,Grac,39,20:28:10,20:36:16,Nutrient,Dark,G7_ND,0.989,0,631
6/12/22,G7_ND_42C,7,2,Grac,42,21:17:30,21:20:52,Nutrient,Dark,G7_ND,0.989,0,631
6/12/22,G8_ND_16C,8,2,Grac,16,9:04:07,9:20:56,Nutrient,Dark,G8_ND,0.908,0,621
6/12/22,G8_ND_20C,8,2,Grac,20,10:30:04,10:41:04,Nutrient,Dark,G8_ND,0.908,0,621
6/12/22,G8_ND_22C,8,2,Grac,22,11:49:28,11:59:45,Nutrient,Dark,G8_ND,0.908,0,621
6/12/22,G8_ND_24C,8,2,Grac,24,12:46:45,13:00:50,Nutrient,Dark,G8_ND,0.908,0,621
6/12/22,G8_ND_26C,8,2,Grac,26,13:31:38,13:46:19,Nutrient,Dark,G8_ND,0.908,0,621
6/12/22,G8_ND_28C,8,2,Grac,28,14:10:29,14:24:33,Nutrient,Dark,G8_ND,0.908,0,621
6/12/22,G8_ND_30C,8,2,Grac,30,14:59:12,15:12:40,Nutrient,Dark,G8_ND,0.908,0,621
6/12/22,G8_ND_32C,8,2,Grac,32,16:21:13,16:33:31,Nutrient,Dark,G8_ND,0.908,0,621
6/12/22,G8_ND_34C,8,2,Grac,34,17:14:15,17:19:58,Nutrient,Dark,G8_ND,0.908,0,621
6/12/22,G8_ND_36C,8,2,Grac,36,18:39:31,18:49:51,Nutrient,Dark,G8_ND,0.908,0,621
6/12/22,G8_ND_39C,8,2,Grac,39,20:28:44,20:38:29,Nutrient,Dark,G8_ND,0.908,0,621
6/12/22,G8_ND_42C,8,2,Grac,42,21:15:39,21:20:55,Nutrient,Dark,G8_ND,0.908,0,621
6/12/22,G9_ND_16C,9,2,Grac,16,9:04:10,9:21:00,Nutrient,Dark,G9_ND,0.714,0,630
6/12/22,G9_ND_20C,9,2,Grac,20,10:30:08,10:39:13,Nutrient,Dark,G9_ND,0.714,0,630
6/12/22,G9_ND_22C,9,2,Grac,22,11:46:43,11:59:48,Nutrient,Dark,G9_ND,0.714,0,630
6/12/22,G9_ND_24C,9,2,Grac,24,12:46:48,13:00:53,Nutrient,Dark,G9_ND,0.714,0,630
6/12/22,G9_ND_26C,9,2,Grac,26,13:31:43,13:46:21,Nutrient,Dark,G9_ND,0.714,0,630
6/12/22,G9_ND_28C,9,2,Grac,28,14:10:32,14:24:36,Nutrient,Dark,G9_ND,0.714,0,630
6/12/22,G9_ND_30C,9,2,Grac,30,14:59:15,15:12:43,Nutrient,Dark,G9_ND,0.714,0,630
6/12/22,G9_ND_32C,9,2,Grac,32,16:21:16,16:33:37,Nutrient,Dark,G9_ND,0.714,0,630
6/12/22,G9_ND_34C,9,2,Grac,34,17:09:52,17:19:58,Nutrient,Dark,G9_ND,0.714,0,630
6/12/22,G9_ND_36C,9,2,Grac,36,18:39:35,18:50:01,Nutrient,Dark,G9_ND,0.714,0,630
